"","genbank_accession","organism","uid","loc","species_name","processid","lat","lon"
"194","KT626153","Macquarie perch","984698195","MP_CDM13|Australia: Cataract Dam|34.266 S 150.81 E|12-May-2009|Mark Lintermans",NA,NA,NA,NA
"195","KT626154","Macquarie perch","984698196","MP_CDM14|Australia: Cataract Dam|34.266 S 150.81 E|12-May-2009|Mark Lintermans",NA,NA,NA,NA
"196","KT626155","Macquarie perch","984698197","MP_CDM15|Australia: Cataract Dam|34.266 S 150.81 E|12-May-2009|Mark Lintermans",NA,NA,NA,NA
"197","KT626156","Macquarie perch","984698198","MP_CR21|Australia: Cataract River|34.2269253 S 150.755961 E|11-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"198","KT626157","Macquarie perch","984698199","MP_CR22|Australia: Cataract River|34.2269253 S 150.755961 E|11-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"199","KT626158","Macquarie perch","984698200","MP_CR23|Australia: Cataract River|34.2269253 S 150.755961 E|11-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"200","KT626159","Macquarie perch","984698201","MP_CR24|Australia: Cataract River|34.2269253 S 150.755961 E|11-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"201","KT626160","Macquarie perch","984698202","MP_CR25|Australia: Cataract River|34.2269253 S 150.755961 E|11-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"202","KT626161","Macquarie perch","984698203","MP_CR26|Australia: Cataract River|34.2269253 S 150.755961 E|11-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"203","KT626162","Macquarie perch","984698204","MP_CR27|Australia: Cataract River|34.2269253 S 150.755961 E|11-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"204","KT626163","Macquarie perch","984698205","MP_CR28|Australia: Cataract River|34.2269253 S 150.755961 E|11-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"205","KT626164","Macquarie perch","984698206","MP_CR29|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"206","KT626165","Macquarie perch","984698207","MP_CR30|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"207","KT626166","Macquarie perch","984698208","MP_CR31|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"208","KT626167","Macquarie perch","984698209","MP_CR32|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"209","KT626168","Macquarie perch","984698210","MP_CR33|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"210","KT626169","Macquarie perch","984698211","MP_CR34|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"211","KT626170","Macquarie perch","984698212","MP_CR35|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"212","KT626171","Macquarie perch","984698213","MP_CR36|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"213","KT626172","Macquarie perch","984698214","MP_CR37|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"214","KT626173","Macquarie perch","984698215","MP_CR38|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"215","KT626174","Macquarie perch","984698216","MP_CR39|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"216","KT626175","Macquarie perch","984698217","MP_CR40|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"217","KT626176","Macquarie perch","984698218","MP_CR41|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"218","KT626177","Macquarie perch","984698219","MP_CR42|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"219","KT626178","Macquarie perch","984698220","MP_CR44|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"220","KT626179","Macquarie perch","984698221","MP_CR45|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"221","KT626180","Macquarie perch","984698222","MP_CR46|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"222","KT626181","Macquarie perch","984698223","MP_CR48|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"223","KT626182","Macquarie perch","984698224","MP_CR49|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"224","KT626183","Macquarie perch","984698225","MP_CR50|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"225","KT626184","Macquarie perch","984698226","MP_CR51|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"226","KT626185","Macquarie perch","984698227","MP_CR52|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"227","KT626186","Macquarie perch","984698228","MP_CR53|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"228","KT626187","Macquarie perch","984698229","MP_CR54|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"229","KT626188","Macquarie perch","984698230","MP_CR55|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"230","KT626189","Macquarie perch","984698231","MP_CR56|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"231","KT626190","Macquarie perch","984698232","MP_CR57|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"232","KT626191","Macquarie perch","984698233","MP_CR58|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"233","KT626192","Macquarie perch","984698234","MP_CR59|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"234","KT626193","Macquarie perch","984698235","MP_CR60|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"235","KT626194","Macquarie perch","984698236","MP_CR61|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"236","KT626195","Macquarie perch","984698237","MP_CR62|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"237","KT626196","Macquarie perch","984698238","MP_CR63|Australia: Cataract River|34.2269253 S 150.755961 E|12-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"238","KT626197","Macquarie perch","984698239","MP_CR64|Australia: Cataract River|34.26272 S 150.80219 E|13-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"239","KT626198","Macquarie perch","984698240","MP_CR65|Australia: Cataract River|34.26272 S 150.80219 E|13-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"240","KT626199","Macquarie perch","984698241","MP_CR66|Australia: Cataract River|34.2279824 S 150.742608 E|13-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"241","KT626200","Macquarie perch","984698242","MP_CR67|Australia: Cataract River|34.2279824 S 150.742608 E|13-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"242","KT626201","Macquarie perch","984698243","MP_CR68|Australia: Cataract River|34.2279824 S 150.742608 E|13-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"243","KT626202","Macquarie perch","984698244","MP_CR69|Australia: Cataract River|34.2279824 S 150.742608 E|13-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"244","KT626203","Macquarie perch","984698245","MP_CR70|Australia: Cataract River|34.2279824 S 150.742608 E|13-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"245","KT626204","Macquarie perch","984698246","MP_CR71|Australia: Cataract River|34.2279824 S 150.742608 E|13-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"246","KT626205","Macquarie perch","984698247","MP_CR72|Australia: Cataract River|34.2279824 S 150.742608 E|13-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"247","KT626206","Macquarie perch","984698248","MP_CR73|Australia: Cataract River|34.2279824 S 150.742608 E|13-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"248","KT626207","Macquarie perch","984698249","MP_CR74|Australia: Cataract River|34.2279824 S 150.742608 E|13-Sep-2013|Dean Gilligan",NA,NA,NA,NA
"249","KT626208","Macquarie perch","984698250","MP_D10|Australia: King Parrot Creek|37.2419 S 145.2348 E|27-Feb-2009|Joanne Kearns, Daniel Stoessel, Renae Ayres",NA,NA,NA,NA
"250","KT626209","Macquarie perch","984698251","MP_D11|Australia: King Parrot Creek|37.2419 S 145.2348 E|27-Feb-2009|Joanne Kearns, Daniel Stoessel, Renae Ayres",NA,NA,NA,NA
"251","KT626210","Macquarie perch","984698252","MP_D12|Australia: King Parrot Creek|37.243814 S 145.241036 E|27-Feb-2009|Joanne Kearns, Daniel Stoessel, Renae Ayres",NA,NA,NA,NA
"252","KT626211","Macquarie perch","984698253","MP_D13|Australia: King Parrot Creek|37.243814 S 145.241036 E|27-Feb-2009|Joanne Kearns, Daniel Stoessel, Renae Ayres",NA,NA,NA,NA
"253","KT626212","Macquarie perch","984698254","MP_D14|Australia: King Parrot Creek|37.243814 S 145.241036 E|27-Feb-2009|Joanne Kearns, Daniel Stoessel, Renae Ayres",NA,NA,NA,NA
"254","KT626213","Macquarie perch","984698255","MP_D15|Australia: King Parrot Creek|37.243814 S 145.241036 E|27-Feb-2009|Joanne Kearns, Daniel Stoessel, Renae Ayres",NA,NA,NA,NA
"255","KT626214","Macquarie perch","984698256","MP_D16|Australia: King Parrot Creek|37.243814 S 145.241036 E|27-Feb-2009|Joanne Kearns, Daniel Stoessel, Renae Ayres",NA,NA,NA,NA
"256","KT626215","Macquarie perch","984698257","MP_D3|Australia: King Parrot Creek|37.246749 S 145.242528 E|25-Feb-2009|Joanne Kearns, Daniel Stoessel, Tony Cable",NA,NA,NA,NA
"257","KT626216","Macquarie perch","984698258","MP_D4|Australia: King Parrot Creek|37.246749 S 145.242528 E|25-Feb-2009|Joanne Kearns, Daniel Stoessel, Tony Cable",NA,NA,NA,NA
"258","KT626217","Macquarie perch","984698259","MP_D5|Australia: King Parrot Creek|37.246749 S 145.242528 E|25-Feb-2009|Joanne Kearns, Daniel Stoessel, Tony Cable",NA,NA,NA,NA
"259","KT626218","Macquarie perch","984698260","MP_D6|Australia: King Parrot Creek|37.246749 S 145.242528 E|25-Feb-2009|Joanne Kearns, Daniel Stoessel, Tony Cable",NA,NA,NA,NA
"260","KT626219","Macquarie perch","984698261","MP_D7|Australia: King Parrot Creek|37.246749 S 145.242528 E|26-Feb-2009|Joanne Kearns, Daniel Stoessel, Tony Cable",NA,NA,NA,NA
"261","KT626220","Macquarie perch","984698262","MP_D8|Australia: King Parrot Creek|37.246749 S 145.242528 E|26-Feb-2009|Joanne Kearns, Daniel Stoessel, Renae Ayres",NA,NA,NA,NA
"262","KT626221","Macquarie perch","984698263","MP_D9|Australia: King Parrot Creek|37.2419 S 145.2348 E|27-Feb-2009|Joanne Kearns, Daniel Stoessel, Renae Ayres",NA,NA,NA,NA
"263","KT626222","Macquarie perch","984698264","MP_E1|Australia: Hughes Creek|36.9955548001522 S 145.29117112222 E|24-Oct-2007|Alastair McDonald",NA,NA,NA,NA
"264","KT626223","Macquarie perch","984698265","MP_E10|Australia: Hughes Creek|36.9955548001522 S 145.29117112222 E|11-Mar-2009|Joanne Kearns, Andrew Pickworth",NA,NA,NA,NA
"265","KT626224","Macquarie perch","984698266","MP_E11|Australia: Hughes Creek|36.9955548001522 S 145.29117112222 E|11-Mar-2009|Joanne Kearns, Andrew Pickworth",NA,NA,NA,NA
"266","KT626225","Macquarie perch","984698267","MP_E12|Australia: Hughes Creek|36.9955548001522 S 145.29117112222 E|11-Mar-2009|Joanne Kearns, Andrew Pickworth",NA,NA,NA,NA
"267","KT626226","Macquarie perch","984698268","MP_E13|Australia: Hughes Creek|36.9955548001522 S 145.29117112222 E|11-Mar-2009|Joanne Kearns, Andrew Pickworth",NA,NA,NA,NA
"268","KT626227","Macquarie perch","984698269","MP_E14|Australia: Hughes Creek|36.9955548001522 S 145.29117112222 E|11-Mar-2009|Joanne Kearns, Andrew Pickworth",NA,NA,NA,NA
"269","KT626228","Macquarie perch","984698270","MP_E15|Australia: Hughes Creek|36.9955548001522 S 145.29117112222 E|11-Mar-2009|Joanne Kearns, Andrew Pickworth",NA,NA,NA,NA
"270","KT626229","Macquarie perch","984698271","MP_E2|Australia: Hughes Creek|36.9955548001522 S 145.29117112222 E|11-Mar-2009|Joanne Kearns, Andrew Pickworth",NA,NA,NA,NA
"271","KT626230","Macquarie perch","984698272","MP_E3|Australia: Hughes Creek|36.9955548001522 S 145.29117112222 E|11-Mar-2009|Joanne Kearns, Andrew Pickworth",NA,NA,NA,NA
"272","KT626231","Macquarie perch","984698273","MP_E4|Australia: Hughes Creek|36.9955548001522 S 145.29117112222 E|11-Mar-2009|Joanne Kearns, Andrew Pickworth",NA,NA,NA,NA
"273","KT626232","Macquarie perch","984698274","MP_E5|Australia: Hughes Creek|36.9955548001522 S 145.29117112222 E|11-Mar-2009|Joanne Kearns, Andrew Pickworth",NA,NA,NA,NA
"274","KT626233","Macquarie perch","984698275","MP_E7|Australia: Hughes Creek|36.9955548001522 S 145.29117112222 E|11-Mar-2009|Joanne Kearns, Andrew Pickworth",NA,NA,NA,NA
"275","KT626234","Macquarie perch","984698276","MP_E8|Australia: Hughes Creek|36.9955548001522 S 145.29117112222 E|11-Mar-2009|Joanne Kearns, Andrew Pickworth",NA,NA,NA,NA
"276","KT626235","Macquarie perch","984698277","MP_E9|Australia: Hughes Creek|36.9955548001522 S 145.29117112222 E|11-Mar-2009|Joanne Kearns, Andrew Pickworth",NA,NA,NA,NA
"277","KT626236","Macquarie perch","984698278","MP_F31|Australia: Sevens Creek|36.87955 S 145.619817 E|27-Apr-2011/29-Apr-2011|Justin O'Mahony and Joanne Kearns",NA,NA,NA,NA
"278","KT626237","Macquarie perch","984698279","MP_F32|Australia: Sevens Creek|36.87955 S 145.619817 E|27-Apr-2011/29-Apr-2011|Justin O'Mahony and Joanne Kearns",NA,NA,NA,NA
"279","KT626238","Macquarie perch","984698280","MP_F33|Australia: Sevens Creek|36.87955 S 145.619817 E|27-Apr-2011/29-Apr-2011|Justin O'Mahony and Joanne Kearns",NA,NA,NA,NA
"280","KT626239","Macquarie perch","984698281","MP_F34|Australia: Sevens Creek|36.87955 S 145.619817 E|27-Apr-2011/29-Apr-2011|Justin O'Mahony and Joanne Kearns",NA,NA,NA,NA
"281","KT626240","Macquarie perch","984698282","MP_F35|Australia: Sevens Creek|36.87955 S 145.619817 E|27-Apr-2011/29-Apr-2011|Justin O'Mahony and Joanne Kearns",NA,NA,NA,NA
"282","KT626241","Macquarie perch","984698283","MP_F37|Australia: Sevens Creek|36.87955 S 145.619817 E|27-Apr-2011/29-Apr-2011|Justin O'Mahony and Joanne Kearns",NA,NA,NA,NA
"283","KT626242","Macquarie perch","984698284","MP_F38|Australia: Sevens Creek|36.87955 S 145.619817 E|27-Apr-2011/29-Apr-2011|Justin O'Mahony and Joanne Kearns",NA,NA,NA,NA
"284","KT626243","Macquarie perch","984698285","MP_F39|Australia: Sevens Creek|36.87955 S 145.619817 E|27-Apr-2011/29-Apr-2011|Justin O'Mahony and Joanne Kearns",NA,NA,NA,NA
"285","KT626244","Macquarie perch","984698286","MP_F40|Australia: Sevens Creek|36.87955 S 145.619817 E|27-Apr-2011/29-Apr-2011|Justin O'Mahony and Joanne Kearns",NA,NA,NA,NA
"286","KT626245","Macquarie perch","984698287","MP_F41|Australia: Sevens Creek|36.87955 S 145.619817 E|27-Apr-2011/29-Apr-2011|Justin O'Mahony and Joanne Kearns",NA,NA,NA,NA
"287","KT626246","Macquarie perch","984698288","MP_F42|Australia: Sevens Creek|36.87955 S 145.619817 E|27-Apr-2011/29-Apr-2011|Justin O'Mahony and Joanne Kearns",NA,NA,NA,NA
"288","KT626247","Macquarie perch","984698289","MP_F43|Australia: Sevens Creek|36.87955 S 145.619817 E|27-Apr-2011/29-Apr-2011|Justin O'Mahony and Joanne Kearns",NA,NA,NA,NA
"289","KT626248","Macquarie perch","984698290","MP_F44|Australia: Sevens Creek|36.87955 S 145.619817 E|27-Apr-2011/29-Apr-2011|Justin O'Mahony and Joanne Kearns",NA,NA,NA,NA
"290","KT626249","Macquarie perch","984698291","MP_F45|Australia: Sevens Creek|36.87955 S 145.619817 E|27-Apr-2011/29-Apr-2011|Justin O'Mahony and Joanne Kearns",NA,NA,NA,NA
"291","KT626250","Macquarie perch","984698292","MP_G11|Australia: Yarra River|37.73623 S 145.22248 E|08-Oct-2008|Scott Raymond",NA,NA,NA,NA
"292","KT626251","Macquarie perch","984698293","MP_G146|Australia: Yarra River|37.6814535845692 S 145.350897033564 E|29-Mar-2012|Scott Raymond",NA,NA,NA,NA
"293","KT626252","Macquarie perch","984698294","MP_G147|Australia: Yarra River|37.6814535845692 S 145.350897033564 E|29-Mar-2012|Scott Raymond",NA,NA,NA,NA
"294","KT626253","Macquarie perch","984698295","MP_G152|Australia: Yarra River|37.6786008052873 S 145.490492169596 E|02-Apr-2012|Scott Raymond",NA,NA,NA,NA
"295","KT626254","Macquarie perch","984698296","MP_G153|Australia: Yarra River|37.6741022348606 S 145.488984547325 E|02-Apr-2012|Scott Raymond",NA,NA,NA,NA
"296","KT626255","Macquarie perch","984698297","MP_G158|Australia: Yarra River|37.6954132551696 S 145.496446181839 E|03-Apr-2012|Scott Raymond",NA,NA,NA,NA
"297","KT626256","Macquarie perch","984698298","MP_G159|Australia: Yarra River|37.6954132551696 S 145.496446181839 E|03-Apr-2012|Scott Raymond",NA,NA,NA,NA
"298","KT626257","Macquarie perch","984698299","MP_G160|Australia: Yarra River|37.6954132551696 S 145.496446181839 E|03-Apr-2012|Scott Raymond",NA,NA,NA,NA
"299","KT626258","Macquarie perch","984698300","MP_G163|Australia: Yarra River|37.6629670947845 S 145.382641656842 E|05-Apr-2012|Scott Raymond",NA,NA,NA,NA
"300","KT626259","Macquarie perch","984698301","MP_G164|Australia: Yarra River|37.6629670947845 S 145.382641656842 E|05-Apr-2012|Scott Raymond",NA,NA,NA,NA
"301","KT626260","Macquarie perch","984698302","MP_G17|Australia: Yarra River|37.7515 S 145.1219 E|09-Oct-2008|Scott Raymond",NA,NA,NA,NA
"302","KT626261","Macquarie perch","984698303","MP_G174|Australia: Yarra River|37.6580133163138 S 145.420102233543 E|11-Apr-2012|Scott Raymond",NA,NA,NA,NA
"303","KT626262","Macquarie perch","984698304","MP_G175|Australia: Yarra River|37.6580133163138 S 145.420102233543 E|11-Apr-2012|Scott Raymond",NA,NA,NA,NA
"304","KT626263","Macquarie perch","984698305","MP_G179|Australia: Yarra River|37.733083972297 S 145.501971309791 E|04-Jun-2012|Scott Raymond",NA,NA,NA,NA
"305","KT626264","Macquarie perch","984698306","MP_G18|Australia: Yarra River|37.73708 S 145.14853 E|09-Oct-2008|Scott Raymond",NA,NA,NA,NA
"306","KT626265","Macquarie perch","984698307","MP_G182|Australia: Yarra River|37.7856744271821 S 145.014028937585 E|22-Mar-2012|Scott Raymond",NA,NA,NA,NA
"307","KT626266","Macquarie perch","984698308","MP_G183|Australia: Yarra River|37.785326568595 S 145.04060929802 E|20-Mar-2012|Scott Raymond",NA,NA,NA,NA
"308","KT626267","Macquarie perch","984698309","MP_G184|Australia: Yarra River|37.785326568595 S 145.04060929802 E|20-Mar-2012|Scott Raymond",NA,NA,NA,NA
"309","KT626268","Macquarie perch","984698310","MP_G185|Australia: Yarra River|37.785326568595 S 145.04060929802 E|20-Mar-2012|Scott Raymond",NA,NA,NA,NA
"310","KT626269","Macquarie perch","984698311","MP_G186|Australia: Yarra River|37.785326568595 S 145.04060929802 E|20-Mar-2012|Scott Raymond",NA,NA,NA,NA
"311","KT626270","Macquarie perch","984698312","MP_G188|Australia: Yarra River|37.7884201753536 S 145.041844839126 E|22-Mar-2012|Scott Raymond",NA,NA,NA,NA
"312","KT626271","Macquarie perch","984698313","MP_G19|Australia: Yarra River|37.7515 S 145.1219 E|09-Oct-2008|Scott Raymond",NA,NA,NA,NA
"313","KT626272","Macquarie perch","984698314","MP_G190|Australia: Yarra River|37.6614882659654 S 145.37537285757 E|05-May-2013|Rhys Coleman",NA,NA,NA,NA
"314","KT626273","Macquarie perch","984698315","MP_G191|Australia: Yarra River|37.6614882659654 S 145.37537285757 E|05-May-2013|Rhys Coleman",NA,NA,NA,NA
"315","KT626274","Macquarie perch","984698316","MP_G192|Australia: Yarra River|37.6629670934542 S 145.382641656859 E|05-May-2013|Rhys Coleman",NA,NA,NA,NA
"316","KT626275","Macquarie perch","984698317","MP_G231|Australia: Yarra River|37.7884201740222 S 145.041844839147 E|29-Jul-2013|Rhys Coleman",NA,NA,NA,NA
"317","KT626276","Macquarie perch","984698318","MP_G232|Australia: Yarra River|37.7884201740222 S 145.041844839147 E|29-Jul-2013|Rhys Coleman",NA,NA,NA,NA
"318","KT626277","Macquarie perch","984698319","MP_G233|Australia: Yarra River|37.7884201740222 S 145.041844839147 E|29-Jul-2013|Rhys Coleman",NA,NA,NA,NA
"319","KT626278","Macquarie perch","984698320","MP_G234|Australia: Yarra River|37.7884201740222 S 145.041844839147 E|29-Jul-2013|Rhys Coleman",NA,NA,NA,NA
"320","KT626279","Macquarie perch","984698321","MP_G235|Australia: Yarra River|37.6786008039565 S 145.490492169611 E|30-Jul-2013|Rhys Coleman",NA,NA,NA,NA
"321","KT626280","Macquarie perch","984698322","MP_G236|Australia: Yarra River|37.7853265672636 S 145.04060929804 E|31-Jul-2013|Rhys Coleman",NA,NA,NA,NA
"322","KT626281","Macquarie perch","984698323","MP_G237|Australia: Yarra River|37.7853265672636 S 145.04060929804 E|31-Jul-2013|Rhys Coleman",NA,NA,NA,NA
"323","KT626282","Macquarie perch","984698324","MP_G32|Australia: Yarra River|37.75966667 S 145.07713333 E|22-Oct-2008|Scott Raymond",NA,NA,NA,NA
"324","KT626283","Macquarie perch","984698325","MP_G38|Australia: Yarra River|37.7612 S 145.07775 E|22-Oct-2008|Scott Raymond",NA,NA,NA,NA
"325","KT626284","Macquarie perch","984698326","MP_G39|Australia: Yarra River|37.7612 S 145.07775 E|22-Oct-2008|Scott Raymond",NA,NA,NA,NA
"326","KT626285","Macquarie perch","984698327","MP_G40|Australia: Yarra River|37.7612 S 145.07775 E|22-Oct-2008|Scott Raymond",NA,NA,NA,NA
"327","KT626286","Macquarie perch","984698328","MP_G41|Australia: Yarra River|37.7612 S 145.07775 E|22-Oct-2008|Scott Raymond",NA,NA,NA,NA
"328","KT626287","Macquarie perch","984698329","MP_G42|Australia: Yarra River|37.7612 S 145.07775 E|22-Oct-2008|Scott Raymond",NA,NA,NA,NA
"329","KT626288","Macquarie perch","984698330","MP_G43|Australia: Yarra River|37.7612 S 145.07775 E|22-Oct-2008|Scott Raymond",NA,NA,NA,NA
"330","KT626289","Macquarie perch","984698331","MP_G7|Australia: Yarra River|37.72856 S 145.24233 E|08-Oct-2008|Scott Raymond",NA,NA,NA,NA
"331","KT626290","Macquarie perch","984698332","MP_G9|Australia: Yarra River|37.7349483333333 S 145.238768333333 E|08-Oct-2008|Scott Raymond",NA,NA,NA,NA
"332","KT626291","Macquarie perch","984698333","MP_GB16|Australia: Glenbrook Creek|33.77614 S 150.60697 E|10-Nov-2010|Justin Stanger",NA,NA,NA,NA
"333","KT626292","Macquarie perch","984698334","MP_GB17|Australia: Glenbrook Creek|33.77614 S 150.60697 E|10-Nov-2010|Justin Stanger",NA,NA,NA,NA
"334","KT626293","Macquarie perch","984698335","MP_GB18|Australia: Glenbrook Creek|33.77614 S 150.60697 E|10-Nov-2010|Justin Stanger",NA,NA,NA,NA
"335","KT626294","Macquarie perch","984698336","MP_GB19|Australia: Glenbrook Creek|33.7486 S 150.6007 E|06-May-2009|Matt Timmins",NA,NA,NA,NA
"336","KT626295","Macquarie perch","984698337","MP_GB26|Australia: Glenbrook Creek|33.7486 S 150.6007 E|02-Aug-2011|Jonathon Doyle",NA,NA,NA,NA
"337","KT626296","Macquarie perch","984698338","MP_GB27|Australia: Glenbrook Creek|33.7486 S 150.6007 E|02-Aug-2011|Jonathon Doyle",NA,NA,NA,NA
"338","KT626297","Macquarie perch","984698339","MP_GB28|Australia: Glenbrook Creek|33.7486 S 150.6007 E|02-Aug-2011|Jonathon Doyle",NA,NA,NA,NA
"339","KT626298","Macquarie perch","984698340","MP_GB33|Australia: Glenbrook Creek|33.77815 S 150.6177 E|08-Jul-2011|Jonathon Doyle",NA,NA,NA,NA
"340","KT626299","Macquarie perch","984698341","MP_GB34|Australia: Glenbrook Creek|33.77815 S 150.6177 E|08-Jul-2011|Jonathon Doyle",NA,NA,NA,NA
"341","KT626300","Macquarie perch","984698342","MP_GB35|Australia: Glenbrook Creek|33.77815 S 150.6177 E|08-Jul-2011|Jonathon Doyle",NA,NA,NA,NA
"342","KT626301","Macquarie perch","984698343","MP_GBR01|Australia: Yarra River|37.70299 S 145.2891 E|08-Nov-2012|Brett Ingram",NA,NA,NA,NA
"343","KT626302","Macquarie perch","984698344","MP_GBR02|Australia: Yarra River|37.70299 S 145.2891 E|08-Nov-2012|Brett Ingram",NA,NA,NA,NA
"344","KT626303","Macquarie perch","984698345","MP_GBR03|Australia: Yarra River|37.70299 S 145.2891 E|08-Nov-2012|Brett Ingram",NA,NA,NA,NA
"345","KT626304","Macquarie perch","984698346","MP_GBR04|Australia: Yarra River|37.70299 S 145.2891 E|08-Nov-2012|Brett Ingram",NA,NA,NA,NA
"346","KT626305","Macquarie perch","984698347","MP_GBR05|Australia: Yarra River|37.70299 S 145.2891 E|08-Nov-2012|Brett Ingram",NA,NA,NA,NA
"347","KT626306","Macquarie perch","984698348","MP_GBR06|Australia: Yarra River|37.70299 S 145.2891 E|08-Nov-2012|Brett Ingram",NA,NA,NA,NA
"348","KT626307","Macquarie perch","984698349","MP_GBR07|Australia: Yarra River|37.70299 S 145.2891 E|08-Nov-2012|Brett Ingram",NA,NA,NA,NA
"349","KT626308","Macquarie perch","984698350","MP_GBR08|Australia: Yarra River|37.70299 S 145.2891 E|08-Nov-2012|Brett Ingram",NA,NA,NA,NA
"350","KT626309","Macquarie perch","984698351","MP_GBR09|Australia: Yarra River|37.70299 S 145.2891 E|08-Nov-2012|Brett Ingram",NA,NA,NA,NA
"351","KT626310","Macquarie perch","984698352","MP_GBR10|Australia: Yarra River|37.70299 S 145.2891 E|08-Nov-2012|Brett Ingram",NA,NA,NA,NA
"352","KT626311","Macquarie perch","984698353","MP_GBR11|Australia: Yarra River|37.70299 S 145.2891 E|08-Nov-2012|Brett Ingram",NA,NA,NA,NA
"353","KT626312","Macquarie perch","984698354","MP_GBR12|Australia: Yarra River|37.70299 S 145.2891 E|08-Nov-2012|Brett Ingram",NA,NA,NA,NA
"354","KT626313","Macquarie perch","984698355","MP_GBR13|Australia: Yarra River|37.70299 S 145.2891 E|08-Nov-2012|Brett Ingram",NA,NA,NA,NA
